Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
04/02/2015,01:17:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MONTROSE PKWY/E JEFFERSON ST,39.0516433333333,-77.1261633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,MAZDA,3,BLACK,Warning,13-409(b),Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.0516433333333, -77.1261633333333)"
04/02/2015,01:09:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,GOSHEN RD @ MIDCOUNTY HWY,39.164045,-77.1919683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,MERC,VILLAGER,GRAY,Warning,21-204(b),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.164045, -77.1919683333333)"
04/02/2015,01:09:00,MCP,"6th district, Gaithersburg / Montgomery Village",STOP LIGHTS (*),GOSHEN RD @ MIDCOUNTY HWY,39.164045,-77.1919683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,MERC,VILLAGER,GRAY,ESERO,64*,,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.164045, -77.1919683333333)"
04/02/2015,01:09:00,MCP,"6th district, Gaithersburg / Montgomery Village",TAG LIGHTS (*),GOSHEN RD @ MIDCOUNTY HWY,39.164045,-77.1919683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,MERC,VILLAGER,GRAY,ESERO,65*,,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.164045, -77.1919683333333)"
04/02/2015,01:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,MUDDY BRANCH RD @ GREAT SENECA HWY,39.1146783333333,-77.222855,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,PILOT,WHITE,Warning,21-204(d),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1146783333333, -77.222855)"
04/02/2015,01:00:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,I 495 INNER LOOP  /  RIVER RD,38.9876566666667,-77.156805,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,CAMRY,SILVER,Warning,13-411(d),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.9876566666667, -77.156805)"
04/02/2015,00:59:00,MCP,"2nd district, Bethesda",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,NB I270 @ OLD GEORGETOWN RD,39.0299266666667,-77.1221683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,CHEVROLET,IMPALA,BLACK,Warning,21-1104(c),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0299266666667, -77.1221683333333)"
04/02/2015,00:48:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,MONTROSE PKWY/E JEFFERSON ST,39.052,-77.1257883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,KIA,SPECTRA,"GREEN, DK",Warning,13-411(f),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,"(39.052, -77.1257883333333)"
04/02/2015,00:48:00,MCP,"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,MONTROSE PKWY/E JEFFERSON ST,39.052,-77.1257883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,KIA,SPECTRA,"GREEN, DK",Warning,21-204(d),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,"(39.052, -77.1257883333333)"
04/02/2015,00:48:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTROSE PKWY/E JEFFERSON ST,39.052,-77.1257883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,KIA,SPECTRA,"GREEN, DK",Warning,21-201(a1),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,"(39.052, -77.1257883333333)"
04/02/2015,00:48:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MONTROSE PKWY/E JEFFERSON ST,39.052,-77.1257883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,KIA,SPECTRA,"GREEN, DK",Warning,13-411(d),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,"(39.052, -77.1257883333333)"
04/02/2015,00:48:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,MONTROSE PKWY/E JEFFERSON ST,39.052,-77.1257883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,KIA,SPECTRA,"GREEN, DK",Warning,16-116(a),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,"(39.052, -77.1257883333333)"
04/02/2015,00:46:00,MCP,"2nd district, Bethesda",DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WOODMONT AVE AT 355,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HOND,4S,GREEN,Warning,21-204(c),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
04/02/2015,00:46:00,MCP,"2nd district, Bethesda",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WOODMONT AVE AT 355,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HOND,4S,GREEN,Warning,21-204(d),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
04/02/2015,00:46:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODMONT AVE AT 355,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HOND,4S,GREEN,Warning,21-201(a1),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,13-411(g),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,13-401(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,13-401(h),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,16-116(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",FAILURE TO CARRY REGISTRATION CARD WITHIN VEHICLE,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,13-409(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,13-409(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",FRAUDULENT POSSESSION OF VEH OWNERSHIP REG. PLATE,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,14-108(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",KNOWINGLY DRIVING  UNINSURED VEHICLE,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,17-107,Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,13-401(b1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:42:00,MCP,"3rd district, Silver Spring",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,NEW HAMPSHIRE AVE/POWDER MILL RD,39.0285,-76.983135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,CROWN VIC,WHITE,Citation,13-703(g),Transportation Article,No,WHITE,M,SILVER SPRING,MD,OK,A - Marked Patrol,"(39.0285, -76.983135)"
04/02/2015,00:27:00,MCP,"4th district, Wheaton",DRIVING UNSAFE VEH. ON HWY.,LAYHILL RD/ GLENALLAN AVE,39.0639466666667,-77.0537466666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,ACCORD,BLUE,Warning,22-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0639466666667, -77.0537466666667)"
04/02/2015,00:16:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,SOUTHBOUND 355 @ TUCKERMAN LN,39.0225816666667,-77.1038166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,SUBARU,FORESTOR,WHITE,Warning,21-309(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0225816666667, -77.1038166666667)"
04/02/2015,00:16:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SOUTHBOUND 355 @ TUCKERMAN LN,39.0225816666667,-77.1038166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,SUBARU,FORESTOR,WHITE,Warning,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0225816666667, -77.1038166666667)"
04/02/2015,00:08:00,MCP,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WISCONSIN AVE AT CORDELL AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,FORD,FOCUS,GRAY,Warning,22-201.1,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,
04/02/2015,00:03:00,MCP,"3rd district, Silver Spring",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,GEORGIA AVE AT EAST WEST HIGHWAY,38.9883166666667,-77.02655,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2012,INFINITY,4S,BLACK,Warning,22-406(i1),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(38.9883166666667, -77.02655)"
06/15/2015,20:15:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WASHINGTONIAN BLVD AND RIO BLVD,39.1172483333333,-77.20163,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,SILVER,Warning,13-409(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1172483333333, -77.20163)"
06/15/2015,20:15:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,WASHINGTONIAN BLVD AND RIO BLVD,39.1172483333333,-77.20163,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,SILVER,Warning,22-412.3(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1172483333333, -77.20163)"
06/15/2015,20:15:00,MCP,"4th district, Wheaton","DRIVING, CAUSING TO BE DRIVEN, KNOWINGLY PERMIT- ING TO BE DRIVEN UNSAFE VEH. ON HWY.",VEIRS MILL ROAD / ROBINDALE DR,39.0618966666667,-77.0925283333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHEV,CP,RED,Warning,22-101(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0618966666667, -77.0925283333333)"
06/15/2015,20:15:00,MCP,"4th district, Wheaton","MOTOR VEH., TRAILER, SEMI-TRAILER, POLE TRAILER W/O REQUIRED STOP LAMPS EQUIPMENT",VEIRS MILL ROAD / ROBINDALE DR,39.0618966666667,-77.0925283333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHEV,CP,RED,Warning,22-206(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0618966666667, -77.0925283333333)"
06/15/2015,20:14:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,MARKET ST W @ MAIN ST,39.12165,-77.2355016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,JEEP,TK,SILVER,Citation,22-406(i1),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.12165, -77.2355016666667)"
06/15/2015,20:14:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,GEORGIA AVE / CONNECTICUT AVE,39.0842316666667,-77.0782583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYT,MV,TAN,Citation,22-412.3(b),Transportation Article,No,ASIAN,M,ALEXANDRIA,VA,VA,A - Marked Patrol,"(39.0842316666667, -77.0782583333333)"
06/15/2015,20:14:00,MCP,"6th district, Gaithersburg / Montgomery Village",TAILLIGHTS (*),MARKET ST W @ MAIN ST,39.12165,-77.2355016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,JEEP,TK,SILVER,ESERO,56*,,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.12165, -77.2355016666667)"
04/03/2015,23:58:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,PINEY BRANCH ROAD AT CARROL AVENUE,39.0453516666667,-76.9913833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,CAMRY,WHITE,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.0453516666667, -76.9913833333333)"
04/03/2015,23:58:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,PINEY BRANCH ROAD AT CARROL AVENUE,39.0453516666667,-76.9913833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,CAMRY,WHITE,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.0453516666667, -76.9913833333333)"
04/03/2015,23:58:00,MCP,Headquarters and Special Operations,"FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",PINEY BRANCH ROAD AT CARROL AVENUE,39.0453516666667,-76.9913833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,CAMRY,WHITE,Citation,22-201.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.0453516666667, -76.9913833333333)"
04/03/2015,23:56:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,355/BATTERY,38.99385,-77.096295,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISS,4S,GRAY,Warning,21-1124.2(d2),Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(38.99385, -77.096295)"
04/03/2015,23:55:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,UNIVERSITY BLVD EAST E/B @ ROUTE 495,39.0456633333333,-76.9909016666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F250,WHITE,Citation,21-309(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0456633333333, -76.9909016666667)"
04/03/2015,23:55:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD EAST E/B @ ROUTE 495,39.0456633333333,-76.9909016666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F250,WHITE,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0456633333333, -76.9909016666667)"
04/03/2015,23:55:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,UNIVERSITY BLVD EAST E/B @ ROUTE 495,39.0456633333333,-76.9909016666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F250,WHITE,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0456633333333, -76.9909016666667)"
10/04/2014,10:22:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,GEORGIA AT BALLARD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,SIERRA,BLUE,Warning,13-411(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
04/03/2015,23:55:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,UNIVERSITY BLVD EAST E/B @ ROUTE 495,39.0456633333333,-76.9909016666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F250,WHITE,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0456633333333, -76.9909016666667)"
04/03/2015,23:55:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,UNIVERSITY BLVD EAST E/B @ ROUTE 495,39.0456633333333,-76.9909016666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F250,WHITE,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0456633333333, -76.9909016666667)"
04/03/2015,23:55:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",UNIVERSITY BLVD EAST E/B @ ROUTE 495,39.0456633333333,-76.9909016666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,F250,WHITE,Citation,21-901.1(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0456633333333, -76.9909016666667)"
10/04/2014,10:07:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),FENTON AT COLESVILLE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYT,4S,SILVER,ESERO,64*,,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
01/05/2015,10:32:00,MCP,"6th district, Gaithersburg / Montgomery Village",STOP LIGHTS (*),IS 370 @ IS 270,39.1178283333333,-77.206525,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,KIA,SPECTRA,BLACK,ESERO,64*,,No,WHITE,M,ELKTON,MD,MD,R - Unmarked Laser,"(39.1178283333333, -77.206525)"
10/04/2014,09:56:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE AT WAYNE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,SATURN,L100,SILVER,Warning,21-201(a1),Transportation Article,No,WHITE,F,HAMPSTEAD,MD,MD,A - Marked Patrol,
04/03/2015,23:51:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,BROADBIRCH DR / PLUM ORCHARD DR,39.05385,-76.9535933333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYT,4H,SILVER,Warning,21-707(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05385, -76.9535933333333)"
04/03/2015,23:49:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BARRON ST/PINEY BRANCH RD,39.0011933333333,-76.9955833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,COROLLA,RED,Warning,21-201(a1),Transportation Article,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0011933333333, -76.9955833333333)"
04/03/2015,23:49:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,BARRON ST/PINEY BRANCH RD,39.0011933333333,-76.9955833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,COROLLA,RED,Citation,21-202(h1),Transportation Article,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0011933333333, -76.9955833333333)"
04/03/2015,23:49:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SB GEORGIA AVE / UNIVERSITY BLVD WEST,39.040615,-77.0515666666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,CIVIC,SILVER,Warning,13-409(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.040615, -77.0515666666667)"
04/03/2015,23:49:00,MCP,"4th district, Wheaton",PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,BARRON ST/PINEY BRANCH RD,39.0011933333333,-76.9955833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,COROLLA,RED,Citation,22-412.3(c3),Transportation Article,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0011933333333, -76.9955833333333)"
04/03/2015,23:49:00,MCP,"4th district, Wheaton",PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,BARRON ST/PINEY BRANCH RD,39.0011933333333,-76.9955833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,COROLLA,RED,Warning,22-412.3(c3),Transportation Article,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0011933333333, -76.9955833333333)"
04/03/2015,23:49:00,MCP,"4th district, Wheaton",TAG LIGHTS (*),SB GEORGIA AVE / UNIVERSITY BLVD WEST,39.040615,-77.0515666666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,CIVIC,SILVER,ESERO,65*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.040615, -77.0515666666667)"
04/03/2015,23:48:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,UNIVERSITY BLVD/BAYFIELD ST,39.0010983333333,-76.98547,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,BMW,2H,BLACK,Warning,13-401(h),Transportation Article,No,HISPANIC,M,WASHINGTON,DC,DC,B - Unmarked Patrol,"(39.0010983333333, -76.98547)"
04/03/2015,23:45:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,ELM/BETHESDA AVE,38.9794066666667,-77.0962866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,VOLK,4S,GRAY,Citation,13-411(f),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9794066666667, -77.0962866666667)"
04/03/2015,23:45:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,ELM/BETHESDA AVE,38.9794066666667,-77.0962866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,VOLK,4S,GRAY,Citation,13-411(d),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9794066666667, -77.0962866666667)"
